,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
29,28,Jason Hanson,DET,35,,15,0,1,1,9,9,3,3,7,4,4,2,24,19,52,79.2%,27,27,100.0%,57,3452,5,8.8%,60.6,,,,,
30,29,Nate Kaeding,SDG,23,,16,0,1,1,3,3,9,9,11,8,,,24,21,49,87.5%,49,49,100.0%,81,4981,3,3.7%,61.5,,,,,
31,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
32,30,David Akers,PHI,31,,12,0,,,3,3,8,7,9,5,2,1,22,16,50,72.7%,23,23,100.0%,34,2130,3,8.8%,62.6,,,,,
33,31,Jose Cortez,4TM,30,,14,0,,,6,5,5,4,6,3,,,17,12,45,70.6%,19,18,94.7%,42,2692,8,19.0%,64.1,,,,,
34,32,John Hall,WAS,31,,10,0,1,1,3,3,3,3,6,5,1,,14,12,45,85.7%,27,27,100.0%,51,3059,1,2.0%,60.0,,,,,
35,33,Nick Novak,2TM,24,,10,0,1,1,1,1,7,5,1,1,,,10,8,40,80.0%,15,15,100.0%,30,1695,,,56.5,,,,,
36,34,Todd France,2TM,25,,4,0,,,4,4,1,1,4,2,,,9,7,44,77.8%,6,6,100.0%,19,1158,,,60.9,,,,,
37,35,Billy Cundiff,DAL,25,,6,0,1,1,1,1,5,2,,,1,1,8,5,56,62.5%,14,14,100.0%,26,1643,1,3.8%,63.2,1,35,35,0,35.0
38,36,Doug Brien,CHI,35,,3,0,,,,,2,,2,1,,,4,1,48,25.0%,7,7,100.0%,11,695,1,9.1%,63.2,,,,,
39,37,Shaun Suisham,DAL,24,,3,0,,,3,3,,,1,,,,4,3,22,75.0%,8,8,100.0%,14,825,,,58.9,,,,,
40,38,Michael Koenen,ATL,23,,16,0,,,,,,,,,2,1,2,1,58,50.0%,,,,77,4841,14,18.2%,62.9,78,3300,67,0,42.3
41,39,Aaron Elling,BAL,27,,9,0,,,,,,,,,1,,1,,,0.0%,,,,5,265,,,53.0,1,32,32,0,32.0
42,40,Dave Rayner,IND,23,,14,0,,,,,,,,,1,,1,,,0.0%,,,,4,246,,,61.5,,,,,
43,41,Andy Lee ,SFO,23,,16,0,,,,,,,,,,,,,,,,,,,,,,,107,4447,58,1,41.6
44,42,Brad Maynard,CHI,31,,16,0,,,,,,,,,,,,,,,,,,,,,,,96,3937,63,1,41.0
45,43,Josh Bidwell*,TAM,29,,16,0,,,,,,,,,,,,,,,,,,,,,,,90,4101,61,0,45.6
46,44,Donnie Jones ,MIA,25,,16,0,,,,,,,,,,,,,,,,,,1,55,,,55.0,88,3827,63,0,43.5
47,45,Nick Harris,DET,27,,16,0,,,,,,,,,,,,,,,,,,3,158,,,52.7,84,3656,60,0,43.5
48,46,Dave Zastudil,BAL,27,,16,0,,,,,,,,,,,,,,,,,,1,16,,,16.0,84,3653,60,1,43.5
49,47,Chris Hanson,JAX,29,,16,0,,,,,,,,,,,,,,,,,,,,,,,82,3517,74,1,42.9
50,48,Shane Lechler,OAK,29,,16,0,,,,,,,,,,,,,,,,,,3,205,,,68.3,82,3744,64,0,45.7
51,49,Mat McBriar,DAL,26,,16,0,,,,,,,,,,,,,,,,,,,,,,,81,3439,63,0,42.5
52,50,Craig Hentrich,TEN,34,,16,0,,,,,,,,,,,,,,,,,,1,27,,,27.0,78,3371,59,0,43.2
53,51,Kyle Richardson ,CLE,32,,16,0,,,,,,,,,,,,,,,,,,,,,,,78,3181,61,0,40.8
54,52,Chad Stanley ,HOU,29,,16,0,,,,,,,,,,,,,,,,,,,,,,,77,2990,61,0,38.8
55,53,Derrick Frost,WAS,25,,14,0,,,,,,,,,,,,,,,,,,2,122,,,61.0,76,3074,55,0,40.4
56,54,Josh Miller,NWE,35,,16,0,,,,,,,,,,,,,,,,,,1,58,,,58.0,76,3431,59,1,45.1
57,55,Ben Graham,NYJ,32,,16,0,,,,,,,,,,,,,,,,,,,,,,,74,3233,59,0,43.7
58,56,Jeff Feagles,NYG,39,,16,0,,,,,,,,,,,,,,,,,,,,,,,73,3070,56,0,42.1
59,57,Scott Player,ARI,36,,16,0,,,,,,,,,,,,,,,,,,1,65,,,65.0,73,3206,60,1,43.9
60,58,Jason Baker,CAR,27,,16,0,,,,,,,,,,,,,,,,,,5,293,,,58.6,72,3118,59,0,43.3
61,59,Todd Sauerbrun,DEN,32,,16,0,,,,,,,,,,,,,,,,,,79,5142,14,17.7%,65.1,72,3157,66,1,43.8
62,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
63,60,Mitch Berger,NOR,33,,16,0,,,,,,,,,,,,,,,,,,52,3363,4,7.7%,64.7,71,3066,69,0,43.2
64,61,Chris Kluwe,MIN,24,,15,0,,,,,,,,,,,,,,,,,,1,48,,,48.0,71,3130,62,0,44.1
65,62,Brian Moorman*+,BUF,29,,16,0,,,,,,,,,,,,,,,,,,1,58,,,58.0,71,3242,68,0,45.7
66,63,Mike Scifres,SDG,25,,16,0,,,,,,,,,,,,,,,,,,7,373,1,14.3%,53.3,71,3104,71,0,43.7
67,64,Chris Gardocki,PIT,35,,16,0,,,,,,,,,,,,,,,,,,,,,,,67,2803,65,0,41.8
68,65,Dustin Colquitt,KAN,23,,16,0,,,,,,,,,,,,,,,,,,,,,,,65,2564,62,0,39.4
69,66,B.J. Sander,GNB,25,,14,0,,,,,,,,,,,,,,,,,,,,,,,64,2508,53,0,39.2
70,67,Tom Rouen,SEA,37,,12,0,,,,,,,,,,,,,,,,,,,,,,,61,2539,62,0,41.6
71,68,Kyle Larson,CIN,25,,16,0,,,,,,,,,,,,,,,,,,,,,,,60,2591,75,1,43.2
72,69,Hunter Smith,IND,28,,16,0,,,,,,,,,,,,,,,,,,,,,,,52,2301,58,0,44.3
73,70,Bryan Barker,STL,41,,11,0,,,,,,,,,,,,,,,,,,,,,,,50,2137,63,0,42.7
74,71,Reggie Hodges,2TM,23,,8,0,,,,,,,,,,,,,,,,,,,,,,,41,1535,55,1,37.4
75,72,Dirk Johnson ,PHI,30,,7,0,,,,,,,,,,,,,,,,,,,,,,,39,1615,59,0,41.4
76,73,Sean Landeta,PHI,43,,5,0,,,,,,,,,,,,,,,,,,,,,,,34,1483,56,0,43.6
77,74,Leo Araguz,SEA,35,,4,0,,,,,,,,,,,,,,,,,,,,,,,18,723,53,0,40.2
78,75,Andy Groom,WAS,26,,2,0,,,,,,,,,,,,,,,,,,,,,,,11,429,57,0,39.0
79,76,Darren Bennett,MIN,40,,1,0,,,,,,,,,,,,,,,,,,,,,,,8,300,53,0,37.5
80,77,Nick Murphy,PHI,26,,1,0,,,,,,,,,,,,,,,,,,,,,,,7,275,44,0,39.3
81,78,Ryan Flinn,GNB,25,,2,0,,,,,,,,,,,,,,,,,,,,,,,6,218,42,0,36.3
82,79,Ben Roethlisberger,PIT,23,QB,12,12,,,,,,,,,,,,,,,,,,,,,,,2,72,39,0,36.0
83,80,Doug Flutie,NWE,43,,5,0,,,,,,,,,,,,,,,1,1,100.0%,,,,,,,,,,
84,81,Remy Hamilton,DET,31,,1,0,,,,,,,,,,,,,,,1,,0.0%,2,132,,,66.0,,,,,
85,82,Mark Simoneau,PHI,28,,16,0,,,,,,,,,,,,,,,2,1,50.0%,,,,,,,,,,
