,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
29,28,Shayne Graham,CIN,31,,14,0,1,1,5,5,7,6,11,9,,,24,21,45,87.5%,15,15,100.0%,52,3253,8,15.4%,62.6,,,,,
30,29,Nick Folk,DAL,24,,16,0,,,1,1,8,7,11,10,2,2,22,20,52,90.9%,42,42,100.0%,75,4509,,,60.1,,,,,
31,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
32,30,Jason Hanson,DET,38,,16,0,,,3,3,5,4,6,6,8,8,22,21,56,95.5%,26,25,96.2%,66,4270,7,10.6%,64.7,,,,,
33,31,Garrett Hartley ,NOR,22,,8,0,,,5,5,4,4,4,4,,,13,13,47,100.0%,28,28,100.0%,49,3190,9,18.4%,65.1,,,,,
34,32,Connor Barth,KAN,22,,10,0,,,6,6,4,3,1,1,1,,12,10,45,83.3%,24,24,100.0%,46,2714,4,8.7%,59.0,,,,,
35,33,Martin Gramatica,NOR,33,,5,0,,,,,3,3,5,2,2,1,10,6,53,60.0%,16,16,100.0%,15,998,4,26.7%,66.5,,,,,
36,34,Nick Novak,KAN,27,,6,0,,,3,3,3,1,3,2,1,,10,6,43,60.0%,7,7,100.0%,17,1079,,,63.5,,,,,
37,35,Taylor Mehlhaff,NOR,23,,3,0,,,1,1,2,1,1,1,,,4,3,44,75.0%,10,9,90.0%,17,1071,1,5.9%,63.0,,,,,
38,36,Stephen Hauschka,BAL,23,,8,0,,,,,,,,,2,1,2,1,54,50.0%,,,,14,905,1,7.1%,64.6,,,,,
39,37,Mike Nugent,NYJ,26,,1,0,,,,,1,,,,,,1,,,0.0%,2,2,100.0%,3,158,,,52.7,,,,,
40,38,Dave Rayner,CIN,26,,2,0,,,1,1,,,,,,,1,1,26,100.0%,3,3,100.0%,6,401,1,16.7%,66.8,,,,,
41,39,Lawrence Tynes,NYG,30,,2,0,1,1,,,,,,,,,1,1,19,100.0%,3,3,100.0%,6,356,1,16.7%,59.3,,,,,
42,40,Kyle Larson,CIN,28,,16,0,,,,,,,,,,,,,,,,,,,,,,,100,3945,57,1,39.5
43,41,Brad Maynard,CHI,34,,16,0,,,,,,,,,,,,,,,,,,,,,,,96,3957,67,0,41.2
44,42,Nick Harris,DET,30,,16,0,,,,,,,,,,,,,,,,,,1,68,,,68.0,90,3952,66,0,43.9
45,43,Shane Lechler*+,OAK,32,,16,0,,,,,,,,,,,,,,,,,,1,65,,,65.0,90,4391,70,0,48.8
46,44,Craig Hentrich,TEN,37,,16,0,,,,,,,,,,,,,,,,,,,,,,,87,3725,75,0,42.8
47,45,Sam Koch,BAL,26,,16,0,,,,,,,,,,,,,,,,,,,,,,,84,3777,74,0,45.0
48,46,Donnie Jones ,STL,28,,16,0,,,,,,,,,,,,,,,,,,,,,,,82,4100,68,0,50.0
49,47,Jon Ryan,SEA,27,,15,0,,,,,,,,,,,,,,,,,,,,,,,78,3557,63,1,45.6
50,48,Josh Bidwell,TAM,32,,16,0,,,,,,,,,,,,,,,,,,,,,,,77,3426,64,0,44.5
51,49,Saverio Rocca,PHI,35,,16,0,,,,,,,,,,,,,,,,,,3,178,,,59.3,77,3334,65,1,43.3
52,50,Dave Zastudil,CLE,30,,16,0,,,,,,,,,,,,,,,,,,,,,,,75,3410,65,0,45.5
53,51,Brandon Fields,MIA,24,,16,0,,,,,,,,,,,,,,,,,,2,77,,,38.5,74,3249,71,0,43.9
54,52,Jason Baker,CAR,30,,16,0,,,,,,,,,,,,,,,,,,,,,,,73,3217,63,3,44.1
55,53,Chris Kluwe,MIN,27,,16,0,,,,,,,,,,,,,,,,,,1,68,,,68.0,73,3473,62,1,47.6
56,54,Dustin Colquitt,KAN,26,,14,0,,,,,,,,,,,,,,,,,,,,,,,70,3110,73,0,44.4
57,55,Mitch Berger,PIT,36,,13,0,,,,,,,,,,,,,,,,,,3,161,,,53.7,66,2728,61,0,41.3
58,56,Andy Lee ,SFO,26,,16,0,,,,,,,,,,,,,,,,,,2,123,,,61.5,66,3155,82,1,47.8
59,57,Ryan Plackemeier,2TM,24,,11,0,,,,,,,,,,,,,,,,,,,,,,,66,2741,62,1,41.5
60,58,Jeff Feagles*,NYG,42,,16,0,,,,,,,,,,,,,,,,,,,,,,,64,2814,61,0,44.0
61,59,Michael Koenen,ATL,26,,16,0,,,,,,,,,,,,,,,,,,87,5813,16,18.4%,66.8,63,2566,60,2,40.7
62,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
63,60,Steve Weatherford,3TM,26,,14,0,,,,,,,,,,,,,,,,,,14,742,,,53.0,59,2521,61,0,42.7
64,61,Brian Moorman,BUF,32,,16,0,,,,,,,,,,,,,,,,,,1,48,,,48.0,58,2557,63,0,44.1
65,62,Sam Paulescu,DAL,24,,10,0,,,,,,,,,,,,,,,,,,1,58,,,58.0,53,2213,70,0,41.8
66,63,Hunter Smith,IND,31,,16,0,,,,,,,,,,,,,,,,,,1,59,,,59.0,53,2343,64,0,44.2
67,64,Matt Turk,HOU,40,,16,0,,,,,,,,,,,,,,,,,,1,62,,,62.0,53,2240,59,0,42.3
68,65,Mike Scifres,SDG,28,,16,0,,,,,,,,,,,,,,,,,,4,207,,,51.8,51,2332,67,0,45.7
69,66,Chris Hanson,NWE,32,,16,0,,,,,,,,,,,,,,,,,,,,,,,49,2143,70,0,43.7
70,67,Derrick Frost,GNB,28,,12,0,,,,,,,,,,,,,,,,,,3,157,,,52.3,48,2021,65,0,42.1
71,68,Brett Kern,DEN,22,,16,0,,,,,,,,,,,,,,,,,,1,30,,,30.0,46,2150,64,0,46.7
72,69,Adam Podlesh,JAX,25,,11,0,,,,,,,,,,,,,,,,,,1,8,,,8.0,46,1989,60,0,43.2
73,70,Reggie Hodges,NYJ,26,,12,0,,,,,,,,,,,,,,,,,,,,,,,44,1884,61,1,42.8
74,71,Dirk Johnson ,ARI,33,,12,0,,,,,,,,,,,,,,,,,,,,,,,40,1670,59,0,41.8
75,72,Ben Graham,3TM,35,,9,0,,,,,,,,,,,,,,,,,,1,43,,,43.0,37,1571,59,0,42.5
76,73,Durant Brooks,WAS,23,,6,0,,,,,,,,,,,,,,,,,,,,,,,26,1030,60,0,39.6
77,74,Mat McBriar,DAL,29,,6,0,,,,,,,,,,,,,,,,,,,,,,,24,1175,66,1,49.0
78,75,Glenn Pakulak,NOR,28,,8,0,,,,,,,,,,,,,,,,,,,,,,,24,1144,70,0,47.7
79,76,Jeremy Kapinos,GNB,24,,4,0,,,,,,,,,,,,,,,,,,,,,,,17,667,55,0,39.2
80,77,Paul Ernster,PIT,26,,3,0,,,,,,,,,,,,,,,,,,,,,,,12,379,43,0,31.6
81,78,Matt Cassel,NWE,26,QB,16,15,,,,,,,,,,,,,,,,,,,,,,,1,57,57,0,57.0
